date_posted,url
2023-11-15,https://recruiting2.ultipro.com/MIL1017/JobBoard/f54234e9-dfde-b183-fd20-4fbdb19cba7a/OpportunityDetail?opportunityId=6e4f508d-e5e1-4aaa-af80-ab71a8cbc288
2023-11-17,https://recruiting2.ultipro.com/MIL1017/JobBoard/f54234e9-dfde-b183-fd20-4fbdb19cba7a/OpportunityDetail?opportunityId=b1e9661c-9b44-48dd-beaf-ca42f9df53d3
2023-12-14,https://unum.wd1.myworkdayjobs.com/external/job/Senior-Actuarial-Reporting-Manager_827882
2023-11-28,https://unum.wd1.myworkdayjobs.com/external/job/Actuarial-Data-Scientist-II_827620
2023-11-22,https://recruiting2.ultipro.com/MIL1017/JobBoard/f54234e9-dfde-b183-fd20-4fbdb19cba7a/OpportunityDetail?opportunityId=6c7ae22f-01e7-4c41-998b-f1bce99e4a35
2023-12-29,https://recruiting2.ultipro.com/MIL1017/JobBoard/f54234e9-dfde-b183-fd20-4fbdb19cba7a/OpportunityDetail?opportunityId=dbec5285-abdb-416d-a0b8-d9ad38ca93dd
2023-11-16,https://recruiting2.ultipro.com/MIL1017/JobBoard/f54234e9-dfde-b183-fd20-4fbdb19cba7a/OpportunityDetail?opportunityId=7d8c86e1-92d2-4d29-985d-ba879d13c938
2024-01-02,https://mgic.wd5.myworkdayjobs.com/mgic/job/Pricing-Actuary_R1944
2023-12-18,https://sunlife.wd3.myworkdayjobs.com/experienced-jobs/job/Product-Project_JR00086404
2023-10-04,https://recruiting.ultipro.com/SEL1000SICOA/JobBoard/b7dc83b5-5d86-4872-8741-1a0d79b0c09d/OpportunityDetail?opportunityId=804d39a5-4802-4d84-bcf2-452572184e7a
2024-01-05,https://centene.wd5.myworkdayjobs.com/centene_external/job/Actuarial-Analyst--Medicaid-NY-market-_1480804
2024-01-02,https://sunlife.wd3.myworkdayjobs.com/experienced-jobs/job/Project-Leader--Local-IFRS-17-Implementation_JR00087690-1
2023-12-28,https://centene.wd5.myworkdayjobs.com/centene_external/job/Associate-Actuary---Medicaid_1467682
2023-10-03,https://ConvexIn.pinpointhq.com/en/postings/1864b7dc-7fa9-4336-af31-362851045bd8
2024-01-02,https://boards.greenhouse.io/gainternships/jobs/5594014
2023-10-13,https://boards.greenhouse.io/gainternships/jobs/5433983
2023-08-21,https://sunlife.wd3.myworkdayjobs.com/experienced/job/Actuarial-Analyst---Actuarial-Assistant---Product-Pricing_JR00085311
2024-01-03,https://sunlife.wd3.myworkdayjobs.com/campus/job/Actuarial-Co-op-Internship-Opportunities---Toronto--Waterloo---Montreal---2024---2025_JR00090880
2023-12-27,https://sunlife.wd3.myworkdayjobs.com/campus/job/Assistant-Actuarial-Analyst_JR00089710
2023-12-18,https://centene.wd5.myworkdayjobs.com/centene_external/job/Manager--Actuarial-Services_1479576
2023-12-12,https://sunlife.wd3.myworkdayjobs.com/experienced-jobs/job/Actuarial-Intern--July---Dec-2024-_JR00090171
2024-01-08,https://centene.wd5.myworkdayjobs.com/centene_external/job/Actuarial-Analyst--remote-_1482132
2023-12-12,https://sunlife.wd3.myworkdayjobs.com/experienced-jobs/job/Actuarial-Intern--July---Dec-2024-_JR00090167-2
2023-11-08,https://www.pepsicojobs.com/main/jobs/263233?lang=en-us
2024-01-05,https://centene.wd5.myworkdayjobs.com/centene_external/job/Data-Analyst-II--Healthcare-Analytics-_1479543-1
2024-01-03,https://sunlife.wd3.myworkdayjobs.com/experienced-jobs/job/Actuarial-Specialist-2_JR00090668-1
2023-12-12,https://sunlife.wd3.myworkdayjobs.com/experienced-jobs/job/Actuarial-Intern--July---Dec-2024-_JR00090165
2024-01-04,https://centene.wd5.myworkdayjobs.com/centene_external/job/Associate-Actuary---ACA--Remote-_1479597
2023-11-08,https://uscareers-pepsico.icims.com/jobs/263233/revenue-management-jr.-manager/job
2023-12-19,https://centene.wd5.myworkdayjobs.com/centene_external/job/Sr-Manager--Actuarial-Services---Medicaid_1479180
2023-10-20,https://ConvexIn.pinpointhq.com/en/postings/984279af-1cf0-40be-851a-ee7d9551b3dc
2024-01-04,https://centene.wd5.myworkdayjobs.com/centene_external/job/Sr-Associate-Actuary---Risk-Adjustment_1481751
2023-08-21,https://sunlife.wd3.myworkdayjobs.com/experienced/job/Actuarial-Analyst--Actuarial-Project---Service-_JR00085310
2024-01-05,https://centene.wd5.myworkdayjobs.com/centene_external/job/Actuarial-Analyst_1473196
2023-09-14,https://recruiting.ultipro.com/SEL1000SICOA/JobBoard/b7dc83b5-5d86-4872-8741-1a0d79b0c09d/OpportunityDetail?opportunityId=91896bc1-44e9-4468-8da8-b7ce0cce5a37
2023-12-05,https://sunlife.wd3.myworkdayjobs.com/experienced-jobs/job/Associate-Director--Actuarial_JR00088341
2023-10-13,https://ConvexIn.pinpointhq.com/en/postings/365cf4dc-5dad-4145-9479-448d72caf052
2023-12-05,https://centene.wd5.myworkdayjobs.com/centene_external/job/Data-Analyst-III--Healthcare-Analytics--SQL-_1478156
2023-11-28,https://sunlife.wd3.myworkdayjobs.com/experienced-jobs/job/Analyst-Actuarial_JR00089533
2024-01-04,https://centene.wd5.myworkdayjobs.com/centene_external/job/Manager--Healthcare-Analytics_1475343
2023-09-01,https://boards.greenhouse.io/gainternships/jobs/5331040
2024-01-02,https://sunlife.wd3.myworkdayjobs.com/experienced-jobs/job/Supervisor--Actuarial-Pricing_JR00086401-1
2023-12-28,https://sunlife.wd3.myworkdayjobs.com/experienced-jobs/job/Actuarial-Intern--Jan---Jun-2024-_JR00080112-2
2023-12-12,https://sunlife.wd3.myworkdayjobs.com/experienced-jobs/job/Actuarial-Intern--July---Dec-2024-_JR00090170-2
2023-12-08,https://sunlife.wd3.myworkdayjobs.com/experienced/job/Senior-Actuarial-Manager_JR00089972
2024-01-05,https://centene.wd5.myworkdayjobs.com/centene_external/job/Data-Analyst-II--Healthcare-Analytics-_1481092
2023-12-19,https://sunlife.wd3.myworkdayjobs.com/experienced-jobs/job/Actuarial-Intern--July---Dec-2024-_JR00090342
2023-12-22,https://recruiting.ultipro.com/SEL1000SICOA/JobBoard/b7dc83b5-5d86-4872-8741-1a0d79b0c09d/OpportunityDetail?opportunityId=e87bdcb7-3975-429d-810c-30880d3e141d
2023-12-01,https://centene.wd5.myworkdayjobs.com/centene_external/job/Sr-Actuarial-Analyst---Medicare_1477644
2023-12-08,https://ConvexIn.pinpointhq.com/en/postings/a5717916-4dad-44f1-93ab-8176a77233b9
2023-10-26,https://ConvexIn.pinpointhq.com/en/postings/2750cc94-e734-4827-a4a9-b84917947936
2023-09-14,https://recruiting.ultipro.com/SEL1000SICOA/JobBoard/b7dc83b5-5d86-4872-8741-1a0d79b0c09d/OpportunityDetail?opportunityId=374028bb-a7cd-4657-8df9-b79d6444c31d
2023-11-03,https://recruiting.ultipro.com/SEL1000SICOA/JobBoard/b7dc83b5-5d86-4872-8741-1a0d79b0c09d/OpportunityDetail?opportunityId=a2e06c6e-311d-48fd-8e47-c92964c27734
2023-10-17,https://ConvexIn.pinpointhq.com/en/postings/0771dd29-72d1-4d31-9cf7-049f9f8dfff7
2023-11-14,https://sunlife.wd3.myworkdayjobs.com/experienced-jobs/job/Director--Actuarial-FP-A---Individual-Insurance_JR00088728
2023-12-18,https://sunlife.wd3.myworkdayjobs.com/experienced-jobs/job/Manager--Strategic-Finance--Financial-Planning---Analysis-_JR00090164
"",https://sunlife.wd3.myworkdayjobs.com/experienced-jobs/job/Future-Opportunities_JR00056990
2023-09-27,https://recruiting.ultipro.com/SEL1000SICOA/JobBoard/b7dc83b5-5d86-4872-8741-1a0d79b0c09d/OpportunityDetail?opportunityId=3e109efd-b3bb-451e-b41e-a2b84cca9046
2023-12-12,https://sunlife.wd3.myworkdayjobs.com/experienced-jobs/job/Actuarial-Intern--July---Dec-2024-_JR00090166
2023-11-24,https://sunlife.wd3.myworkdayjobs.com/experienced-jobs/job/Actuarial-Intern--Jul-2024-Intake-_JR00088094
2023-12-14,https://apply.workable.com/j/5F10C5A1DC
2024-01-04,https://vodastra.applytojob.com/apply/wBqTCEaxEV/Senior-Associate-Actuary-Full-Time-Trenton-NJ-Hybrid
"",https://dasstateoh.taleo.net/careersection/oh_ext/jobdetail.ftl?job=23000AL9
2024-01-04,https://cta.cadienttalent.com/index.jsp?POSTING_ID=101896375867&locale=en_US&SEQ=jobDetails&applicationName=CityofFranklinTNKTMDReqExt
2023-12-01,https://highpoint.wd1.myworkdayjobs.com/highpoint-faculty/job/Adjunct-Instructor--Mathematical-Sciences_R0004370
"",https://jobs.silkroad.com/StJohnsEdu/Careers/jobs/219342
2023-09-20,https://convatec.wd1.myworkdayjobs.com/convatec/job/FP-A-Coordinator--North-LATAM_JR00009650
"",https://dasstateoh.taleo.net/careersection/oh_ext/jobdetail.ftl?job=230003KN
2023-12-20,https://erzb.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions/preview/2023316737
2023-12-01,https://highpoint.wd1.myworkdayjobs.com/highpoint-faculty/job/Chair-of-Mathematical-Sciences--Open-Rank--Tenure-Track_R0005836
2023-11-30,https://highpoint.wd1.myworkdayjobs.com/highpoint-faculty/job/Assistant-Associate-Professor-of-Mathematics--Non-tenure-Track_R0005839
2023-10-02,https://recruiting.ultipro.com/NAT1034/JobBoard/1118c9bc-ffe5-707d-5213-6177b1ac4ea7/OpportunityDetail?opportunityId=05e507f7-eeae-4c33-9018-f5e2285717fe
2023-12-20,https://recruiting.ultipro.com/GRA1009GMC/JobBoard/59c4f4ab-af79-401b-8093-07af99fb34ac/OpportunityDetail?opportunityId=0151f65e-145a-4c2e-81a4-1b8e3bc16fa9
2024-01-02,https://elevancehealth.wd1.myworkdayjobs.com/ant/job/Pharmacy-Benefits-Manager-Pricing-Strategy-Analyst--Senior_JR99722
2023-10-31,https://recruiting.ultipro.com/ELE1009ELES/JobBoard/3974763a-9b36-477b-af26-e474fded3e21/OpportunityDetail?opportunityId=71a5cabe-6d30-4a78-a2a0-f508390b5bae
2023-12-28,https://elevancehealth.wd1.myworkdayjobs.com/ant/job/Director-Network-Management_JR96361-1
2023-12-28,https://elevancehealth.wd1.myworkdayjobs.com/ant/job/Associate-Actuary_JR98559
2024-01-03,https://elevancehealth.wd1.myworkdayjobs.com/ant/job/Actuarial-Analyst---Future-Early-Talent-Opportunities_JR86899
2023-12-14,https://elevancehealth.wd1.myworkdayjobs.com/ant/job/Actuarial-Analyst-II_JR98659-1
2024-01-03,https://elevancehealth.wd1.myworkdayjobs.com/ant/job/Health-Outcomes-Data-Analyst_JR98849
2024-01-04,https://elevancehealth.wd1.myworkdayjobs.com/ant/job/Underwriting-Intern---Undergrad--Summer-2024_JR88017
2023-10-26,https://elevancehealth.wd1.myworkdayjobs.com/ant/job/Medicare-Advantage-Actuarial-Analyst-III_JR91819
2024-01-03,https://elevancehealth.wd1.myworkdayjobs.com/ant/job/Health-Outcomes-Data-Analyst_JR90104
2024-01-04,https://elevancehealth.wd1.myworkdayjobs.com/ant/job/Director-Network-Management_JR99697
2024-01-08,https://elevancehealth.wd1.myworkdayjobs.com/ant/job/Director-Network-Management_JR99372
2023-12-29,https://elevancehealth.wd1.myworkdayjobs.com/ant/job/Associate-Actuary_JR100241
2023-12-07,https://nationwide.wd1.myworkdayjobs.com/nationwide_career/job/AVP--Management-Liability---Excess-Casualty_86090
2023-12-28,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=2d0a628a-39bb-4f47-a1d1-5324d33480b9&jobId=469760&lang=en_US
2024-01-03,https://nationwide.wd1.myworkdayjobs.com/nationwide_career/job/Sr-Consultant--Product-Development--Property-_85133-1
2024-01-04,https://ih.wd1.myworkdayjobs.com/iha_careers/job/Actuarial-Analyst-Senior_R0010205
2023-12-28,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=2d0a628a-39bb-4f47-a1d1-5324d33480b9&jobId=469759&lang=en_US
2023-12-12,https://njm.wd1.myworkdayjobs.com/njm/job/Senior-Actuarial-Analyst_R2005284-1
2023-11-09,https://ih.wd1.myworkdayjobs.com/iha_careers/job/Actuarial-Analyst---Intermediate_R0010097
2024-01-02,https://nationwide.wd1.myworkdayjobs.com/nationwide_career/job/Senior-Consultant--Brokerage-Excess-Underwriting---E-S-Specialty_85550-1
2023-11-07,https://universalproperty.wd1.myworkdayjobs.com/universal_careers/job/Actuarial-Analyst-I_R003254-1
2024-01-02,https://nationwide.wd1.myworkdayjobs.com/nationwide_career/job/Consultant--Brokerage-Excess-Underwriting---E-S-Specialty_85160
2023-10-24,https://njm.wd1.myworkdayjobs.com/njm/job/Actuarial-Analyst-II_R2005285-1
2024-01-02,https://nationwide.wd1.myworkdayjobs.com/nationwide_career/job/Consultant--Brokerage-Excess-Underwriting---E-S-Specialty_85551
2024-01-03,https://nationwide.wd1.myworkdayjobs.com/nationwide_career/job/Consultant--Program-Underwriting---E-S-Specialty--Work-Comp-_84761
2024-01-08,https://imtinsurance.hrmdirect.com/employment/view.php?req=2895095
2023-10-07,https://njm.wd1.myworkdayjobs.com/njm/job/Associate-Actuary---Associate-or-Senior-Associate-Level_R2004723
2024-01-02,https://nationwide.wd1.myworkdayjobs.com/nationwide_career/job/Consultant--Brokerage-Casualty-Underwriting---E-S-Specialty_85568
2023-10-16,https://onedigital.wd5.myworkdayjobs.com/onedigital/job/Underwriting-Analyst---Remote_R5311-1
2023-12-13,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=2d0a628a-39bb-4f47-a1d1-5324d33480b9&jobId=468736&lang=en_US
2024-01-05,https://nationwide.wd1.myworkdayjobs.com/nationwide_career/job/Annuity-Pricing----Sr-Consultant---Remote_86104
2023-12-21,https://imtinsurance.hrmdirect.com/employment/view.php?req=2878053
2024-01-05,https://nationwide.wd1.myworkdayjobs.com/nationwide_career/job/Actuarial-Consultant---Annuity-Inforce-Management---REMOTE_85979
2023-12-19,https://jobs.siemens-energy.com/en_US/jobs/FolderDetail/Finance-Data-Scientist-f-m-d-Germany/253601
2023-09-29,https://ih.wd1.myworkdayjobs.com/iha_careers/job/VBR---Actuarial-Analyst---Senior_R0009990
2023-10-06,https://apply.workable.com/j/962E1BF012
2023-10-16,https://jobs.jobvite.com/tmhcc/job/okPUofwb?nl=1&nl=1
2023-07-25,https://recruiting.ultipro.com/NET1004/JobBoard/4854471e-f2ab-4bed-a3cd-3f7a1072bfef/OpportunityDetail?opportunityId=0e865cee-9265-4a10-b56b-7dd2892af363
2023-11-29,https://recruiting.ultipro.com/NET1004/JobBoard/4854471e-f2ab-4bed-a3cd-3f7a1072bfef/OpportunityDetail?opportunityId=5c944f8d-14c7-4259-b453-83567c7654ba
2023-10-31,https://nyuhs.wd1.myworkdayjobs.com/nyuhscareers1/job/System-Director--Total-Rewards_R0000002070
2024-01-04,https://dcmol.bamboohr.com/careers/60
2024-01-05,https://amfam.wd1.myworkdayjobs.com/homesitecareers/job/Actuarial-Analyst-Hybrid--Madison--WI-or-Seattle--WA-_R33234-1
2023-12-21,https://expedia.wd5.myworkdayjobs.com/search/job/Actuarial-Data-Scientist_R-84815
2023-10-23,https://pacificlife.wd1.myworkdayjobs.com/pacificliferecareers/job/Senior-R-D-Analyst--Europe_R11568-5
2023-11-13,https://pacificlife.wd1.myworkdayjobs.com/pacificliferecareers/job/Operations-Analyst--Europe_R11638
2023-11-27,https://pacificlife.wd1.myworkdayjobs.com/pacificliferecareers/job/Pricing-Actuary--Asia_R11695
2023-12-14,https://careers.paramount.com/job/New-York-Manager%2C-Pension-Administration-NY-10036/1109228100/
2023-11-24,https://pacificlife.wd1.myworkdayjobs.com/pacificliferecareers/job/R-D-Actuary--Asia_R11672
2023-10-24,https://pacificlife.wd1.myworkdayjobs.com/pacificliferecareers/job/Manager--Corporate-Actuarial--Retro_R11567
2023-11-29,https://pacificlife.wd1.myworkdayjobs.com/pacificliferecareers/job/Manager--Financial-Reporting--Australia_R11261
2023-11-20,https://pacificlife.wd1.myworkdayjobs.com/pacificliferecareers/job/Senior-Operations-Specialist--Europe_R11639
2024-01-07,https://app.ncoreplat.com/jobposition/504241/2024-junior-analyst-sim-it/italy
2023-11-17,https://pacificlife.wd1.myworkdayjobs.com/pacificliferecareers/job/Full-Stack-Developer--Divisional_R11659
2023-09-22,https://pacificlife.wd1.myworkdayjobs.com/pacificliferecareers/job/VP--Pricing--Asia_R11429
2023-12-14,https://pacificlife.wd1.myworkdayjobs.com/pacificliferecareers/job/R-D-Analyst--Divisional_R11788
2023-08-08,https://pacificlife.wd1.myworkdayjobs.com/pacificliferecareers/job/Corporate-Actuary--Australia_R11260
2023-11-06,https://pacificlife.wd1.myworkdayjobs.com/pacificliferecareers/job/Manager--Corporate-Actuarial--Global-Funded-Solutions_R11571-3
2023-12-13,https://www.appone.com/MainInfoReq.asp?R_ID=5967819&B_ID=83&fid=1&Adid=&ssbgcolor=&SearchScreenID=1731&CountryID=3&LanguageID=2
2023-11-06,https://emcins.wd5.myworkdayjobs.com/emc_careers/job/Actuarial-Analyst---Predictive-Modeling_R5034
2023-11-28,https://www.epam.com/careers/job-listings/job.92632.senior-data-analyst-power-bi-visualization_kyiv_ukraine
2023-10-05,https://www.moodys.jobs/TGnewUI/Search/home/Home?partnerid=25546&siteid=5212#jobDetails=3039311_5212
2023-12-11,https://www.appone.com/MainInfoReq.asp?R_ID=4160398&B_ID=83&fid=1&Adid=&ssbgcolor=&SearchScreenID=1731&CountryID=3&LanguageID=2
2023-12-13,https://www.appone.com/MainInfoReq.asp?R_ID=5967989&B_ID=83&fid=1&Adid=&ssbgcolor=&SearchScreenID=1731&CountryID=3&LanguageID=2
2023-08-10,https://boards.greenhouse.io/akko/jobs/4304376005
2023-11-30,https://jobs.smartrecruiters.com/CityOfNewYork/3743990003048451-it-change-manager
2023-09-14,https://jobs.smartrecruiters.com/CityOfNewYork/3743990002623206-claims-examiner
2023-09-22,https://phg.tbe.taleo.net/phg01/ats/careers/requisition.jsp?org=FINAHOLD2&cws=37&rid=747
2024-01-02,https://phg.tbe.taleo.net/phg01/ats/careers/requisition.jsp?org=FINAHOLD2&cws=37&rid=777
2023-09-14,https://jobs.smartrecruiters.com/CityOfNewYork/3743990002623576-claims-examiner
2024-01-04,https://phg.tbe.taleo.net/phg01/ats/careers/requisition.jsp?org=FINAHOLD2&cws=37&rid=779
2024-01-08,https://www.applitrack.com/keysschools/onlineapp/default.aspx?AppliTrackJobId=4794&AppliTrackLayoutMode=detail&AppliTrackViewPosting=1
2024-01-02,https://phg.tbe.taleo.net/phg01/ats/careers/requisition.jsp?org=FINAHOLD2&cws=37&rid=776
2023-11-30,https://careers-teleperformance.icims.com/jobs/44061/business-intelligence-analyst/job
2023-11-06,https://bellarmine.interviewexchange.com/jobofferdetails.jsp?JOBID=169597
2023-11-30,https://jobs.jobvite.com/trg/job/oXx0pfwD?nl=1&nl=1
2024-01-04,https://jobs.smartrecruiters.com/CityOfNewYork/3743990003211376-operational-risk-manager
2023-12-11,https://pae.wd1.myworkdayjobs.com/amentum_careers/job/Analyst---Operations-Research-Systems_R0099738
2024-01-09,https://jobs.smartrecruiters.com/CityOfNewYork/3743990003240786-contact-center-representative
2024-01-03,https://phg.tbe.taleo.net/phg01/ats/careers/requisition.jsp?org=FINAHOLD2&cws=37&rid=780
2023-08-28,https://recruiting.ultipro.ca/BFL5000BFLCA/JobBoard/f11088c0-b19d-40ef-8140-c553b5ed8fb8/OpportunityDetail?opportunityId=03c328f2-a2d9-47cc-ba96-71f9a9512676
2023-09-01,https://wfcareers.referrals.selectminds.com/jobs/actuarial-intern-summer-2024-4112
2023-12-14,https://tas-cognizant.taleo.net/careersection/testsite_phenom/jobdetail.ftl?job=43369
2023-10-31,https://wfcareers.referrals.selectminds.com/jobs/commercial-lines-automated-underwriting-manager-4211
2023-11-07,https://wfcareers.referrals.selectminds.com/jobs/commercial-lines-product-development-manager-4225
2023-10-10,https://www.admiraljobs.co.uk/job/graduate-data-analyst-in-cardiff-jid-2008
2023-10-03,https://wfcareers.referrals.selectminds.com/jobs/personal-lines-product-management-analyst-4164
2023-10-13,https://wfcareers.referrals.selectminds.com/jobs/cl-product-manager-4188
2023-08-22,https://wfcareers.referrals.selectminds.com/jobs/actuarial-team-leader-%E2%80%93-data-science-4094
2023-11-02,https://wfcareers.referrals.selectminds.com/jobs/senior-manager-exposure-mgmt-and-catastrophe-risk-4156
2023-10-12,https://broadstone.current-vacancies.com/Jobs/Advert/3277915?cid=2136&t=Graduate-Actuarial-Consultant
